"user_id","review_id","stars","date","text","type","business_id","votes.funny","votes.useful","votes.cool"
"xQpO4Jfi-Np3HLmJrQAe0Q","jSfK7C0Ofi4GBuDTW9TvUw",4,"2013-08-18","Created by bodybuilders with customers who are into fitness and their health in mind, Protein House's offerings fit in perfectly with those who are eating clean, or trying to.  Located conveniently across the street from the Gold's gym on Eastern near Serene and down the street from LVAC, this has been a good spot for us to eat post-workout.  Breakfasts, burgers, bowls, salads, juices, and smoothies are on the menu, with options to choose from one of PH's creations or make your own, which I prefer.  I've had a turkey bowl and a sirloin steak bowl, with either the quinoa or brown rice, adding mushrooms, tomatoes,or broccoli.  I monitor the portion sizes of my protein and carbs, and PH's menu helps by listing the ounces of their servings knowing that there are other people like me who want to know those details.  Andrew, the co-owner and the picture of muscle and fitness himself, has been there each time we've eaten there, manning the register and always checking on us after we get our orders. He said that nutritional info for all the menu items is coming soon, which will be another feather in PH's cap.  Eat clean, train mean -  try Protein House if this is your mantra.","review","5m2HPI3fp6Eq565mlquL0w",5,11,9
"Pkz2hzIIhln-4Csuwz82EA","mDVts_olqvakvrbAd8AOtQ",5,"2012-03-08","Yes, this is, indeed, the best market in the city.  The only way you could do better is to go to a farm stand at a farm and/or pick your own.  This is like the convention of the best and most well known and most local farmers there are in the area.  In supplement, some of the best stuff is brought in from California  So take your pick: super local direct from your farmers, or semi-local but exotic and fresh and brought to you with love and care by Kerry.","review","qc7y78qMmnvD9eySXnjwyA",0,0,0
"U5C8_50mAoKOiMClElpMew","kYM9RIkDVD_Pfhp6T160ug",5,"2013-08-30","I discovered this place a few months ago and ever since cannot stop going back. This is one of the only places where I don't mind waiting for an hour (usually on weekend nights) because it is so good. Great staff, consistently good food, and a charming establishment!","review","AkOruz5CrCxUmXe1p_WoRg",0,0,1
"KfWDKJVReF-sSiopLBcadQ","z_hjQt9eKf1jIHJGVPSSQQ",5,"2013-07-10","I got my hair done by Kari for the first time about a month a go after moving from out of state to vegas and searching for someone in the area to do my hair and extensions.  Since I am a blonde I  was super hesitant to let anyone new touch my hair since blonde hair can be so fragile and can be damaged easily. 

I am so pleased with my highlights and extensions and would absolutely recommend Kari to anyone in vegas who is looking for someone who is affordable , knowledgeable, and experienced with color and extensions.

A month later my extensions look great and I am in love with my highlights and haircut, I am so glad I found someone in vegas to trust my hair with !","review","0BeJzh5HLiy4vqQhxD2Gww",0,2,0
"sbvSyNtI7Sgp7k4qzf2reg","03pVdQqau9Py8gDxxcq8hQ",5,"2012-04-16","Walked in to this industrial themed restaurant to slide into some seriously comfy chairs (do not know why) and get a burger that rivals any you've ever had or heard of.

First, you're the boss. The menu is extensive and varied. You can have pretty much anything you want on your burger AND LOVE IT. 

I had a medium rare burger, 7 oz., with tomatoes, lettuce, jalapenos, ketchup, bacon (mmmmm..tasty bacon - RECOMMEND) and avocado! It was so good I almost ran and got my sleeping bag and set up homestead right IN that place. We also got the french fried onions. Taste meltdown. Have them, you will not be disappointed.

Also, Diet Coke. Did not get left empty at all, not once. The service was pretty, pretty good. Aside from asking for napkins and not getting them AND the place being ice box cold, I'm just planning my next trip there. I'll bring my own napkins and just wear a coat next time!

Having lived on both coasts and having eaten 5 Guys AND In-N-Out regularly, I have to say that this place makes those places taste like Burger King. 

I'd finish writing my review, but I have to have some more Grind Burger!","review","uLJirdITHvQLKWIW6kKoWw",2,2,1
"kJ-4hXcDxr_THCQibuUDSA","wWhcInBL-a4xCahIdOnjTA",3,"2012-03-27","Not the best fish and chips in the world, but decent, and for the price provides a nice quick stop for lunch. I ordered the surfer combo (came with fish, shrimp, clams, fries, and cole slaw) for around $10, and there was enough food that it was a pretty good deal. The fish, fries, and coleslaw were pretty good, while the shrimp and clams were disappointing. The shrimps were too small and had too much batter, so it felt more like I was eating batter than shrimp, while the clams felt rubbery. My mom got the cod fish and chips and her cod was better than the fish I had in my combo. The owner seemed nice and did ask us how we liked everything. One of the other reviewers mentioned she couldn't get free water, but we had no issue with that. The decor is really bland inside and out. Overall not bad, but nothing to get terribly excited about.","review","bWbvqIuqj5IZRH2enw6oXw",0,1,1
"2qp-XuRq7w73yL4uyGg6-Q","H30VfRfL8GCpC_8NAMGNzg",3,"2013-02-12","This is a very lively Panera. There are middle school and high school kids here often. They don't really clean up after themselves so you do a little cleaning before you sit down it is alright. The employees are pleasant enough and the food is good. I love that Panera keeps their calories listed on the menu so that you can plan accordingly. Not my favorite location but still a good one!","review","cjniLFVWyRh0QO9v5Ach7w",0,0,0
"HI7byNVBtzinyLl3UCvynA","IZNvu-R06BSsoGLPJepVkA",4,"2011-12-18","Excellent & varied beer selections plus delicious reasonably priced bar food. Their menu offers a large variety of sandwiches for around $7. Friendly waitstaff is also a nice bonus. You can add a stop here on the Northshore before or after a game and not break the bank and enjoy the atmosphere. 

Just not sure why they have a towel lady looking for a tip in the bathroom. Unexplained mystery.","review","WjLtEWGvPSIfwMZXUMHX8g",0,0,1
"X36p3mD4oqBE53sASc_Ykw","0TMkg9_KSZ5pK7FI3KoFPw",4,"2014-10-01","Quick review - delicious pizza! Great crispy crust that was ""slightly burned"" which I LOVE! Got my own ""make it yourself"" pizza and added Shredded Motz, Meatballs, Sausage, Mushrooms and Parmesian Reggiano cheese to make a heavenly pie. The crust is home made with fresh herbs built in. Tuesday was $2.50 bottle beer night so I opted for a Duck Rabbit Milk Stout....for $2.50! I'll take that everytime! Good service (dem peeps r not from round here......New Yorkers...LOL) and they made good recommendations. Total dinner bill for a 5 topping, 10"" pizza with a Beer came to under $12! Not bad! I am always looking for new places to go before my Tuesday French language classes and this is an excellent option, especially for those of you like me wanting ""Non-Chain"" restaurants. If so then give this place a try!","review","NQCUToLtPzvqyp0OT3pFJQ",1,2,1
"38rvarCrnlmAvungUKUPRQ","GS0VZWw6nG3dUWdDl91hLg",2,"2010-07-30","We went in there on Sunday for lunch, it was packed-well the foyer was at least. After sitting there for ten minutes we were led to a dinig area that was maybe 1/3 full of customers. I was a bit confused on their use of host and hostesess. There was one person taking names, another checking the names, two other standing their alternating taking the diners to their seats in the dated dining room. Christ the only reason we went to this place is because we had a gift card and I'm hoping the gift giver next year makes a better choice. So my wife ordered the fettucini alfredo with Chicken (she has a standard) and I ordered some sort of entre that appeals to men that only eat beef, toss it with some pasta and voila, Dinner!  The humorous moment was when the server asked me how I would like my braised beef done-it's braised, look it up. Anyhow the sauce with it was a cream base, had some portabella mushrooms with it and some fresh parsley (to make it appear fresh) though my entre looked like it has been sitting under the hot lights for a good 10 minutes. The salad we got was marginal (I don't get what the big deal is) and the breadsticks seemed like they'd been sitting in the basket for 10 minutes (not so hot)- While our food  wasn't absolutely horrible, I don't understand why this place is full all the time. I would love for it to be another 10 years (or more) until I eat here again....glad I wasn't paying for it!","review","H0D2HYqLd9MRCq68rtbTyQ",2,2,1
"MvteA_wOszf3gffkM_CKDQ","Qup3OZeMXA8dSlwXB6opng",5,"2014-12-07","I love this place! I haven't been to many Greek fast food places but so far, this place is my favorite. Everyone is really friendly and orders are usually pretty fast. Everytime I've come, there's always been people dining here, must mean I'm not the only one that thinks they're awesome!
 I love the combination gyro- beef/lamb, so flavorful and tender and also enormous. I would recommend sharing if you aren't starving or if you can't save the rest for later. Their chicken gyro is pretty juicy and good but is basically just grilled chicken. Good option for those chicken sandwich type people lol. I also really love their feta fries. Because of them, I always request feta on top of my fries anytime I go to a Greek/Mediterranean place. Their tzatziki sauce is also really flavorful and has the perfect amount of tang. Everything is also really fresh everytime I come!
Next time I definitely have to try their Baklava & plates!","review","AfWA8pvc5AW9QafQLui7_A",2,3,2
"YuOOpuaZcmanwk7wV5Ow-Q","b8_Y3qEKP79-fy8pZUFhsQ",4,"2013-09-19","I took my Mom to lunch yesterday and I am glad we ate here.  The food was delicate, flavorful, and prepared and served beautifully.  We started out with a green papaya salad called Som Tum and curry chicken puffs.  The salad was delicious!  Tangy, savory, clean, refreshing, crisp, nutty, with a hint of heat.  The puffs...they are so good that we both could have eaten more.  We then had chicken panang and pad thai.  Both were scrumptious.  

Service was very good.  Refills before we had to ask, clean plates after our first courses, and they carried our leftovers to the back to package up for take away.  I would rate this place 4 1/2 out of 5.  Definitely a great Thai restaurant.","review","PrYKua8LhcYYjMmmIPPkhA",0,0,0
"VJNOjUHKJmmalbrSwzuKSA","21CzCVDKIsI1R73FGfbRew",4,"2012-10-09","Terminal 3 is the new terminal and it is pretty nice.  Everything is nice and shiny and new.

Terminal 1 is old but is the terminal that I go to most since I usually fly Southwest.

It's always nice to see some slot machines if you need to kill some time.

Security line is sometimes a little too long though and that can be a pain.","review","jf67Z1pnwElRSXllpQHiJg",0,0,0
"VposYyfSm5lUQlVfhJfpbA","t_mPKHt6phDIO78mJNs1-g",4,"2014-12-12","This is my opinion about the park!


There are two park, one for the small stinkers (Dogs) and one for the big stinkers (Dogs). I come here almost 3 times a week and it is a great place for your dogs to associate with other dogs and just let them be dogs. There are people who get too fussy over their dogs playing with other dogs and try to protect them without understanding if the dogs are playing or fighting. Some dogs do not care to play while others will play rough like my stinker, but that is fine. There is one water fountain and nice large area to walk and let the dogs play. This is for all the people who have pets and actually understand dog behavior, don't bring your pet if you can't let your dog be a dog and to other please respect the park and pick up after your dogs because the park is definitely a great place to take your dogs!!","review","DL_TRPudyWNgzWISXGBWOA",0,0,0
"nEYPahVwXGD2Pjvgkm7QqQ","cfGPQ2I3TZ3kBgnYMRYnaw",4,"2012-10-19","It's been a REALLY long time since I've visited the Brillobox. Therefor, I felt like I needed another visit to justify a review. I have heard the mixed reviews about the food and environment for a while, but considering I had only hung out in the upstairs for a DJ set long long ago, I really wanted to try the food.

We bellied up to the bar and grabbed a delicious seasonal brew, Great Lakes Red Ale... they have a mega list of brews that makes me happy! But it makes me extra happy to see seasonal brews on the list as well! 

What I do remember was how delicious my grilled cheese and tomato soup was! It wasn't just your plain old grilled cheese... it was a delicious gourmet treat! Ooey gooey Gouda cheese, tomato and caramelized onions. Yumm-o! I was in cheesy heaven! I wasn't sure about the tomato soup because it had fennel in it. I'm not a big fan of fennel, but the more and more I kept digging in, the more I liked it! It was the perfect accent to the already delicious meal!

Of course there's your requisite judgmental hipster crowd, but I ignored it and enjoyed my amazing meal and tasty beer. The hipsters can have their ultra dive bars, but I want to share this one!","review","nsZrRPXIfEm2Gyd3nZRyXA",3,3,3
"RnraTqy3kbIabszfduQYPg","YD9oqhUUFI4PhJYQ6hd8ng",5,"2012-04-01","I have never been to Vegas and not eaten at this restaurant. Do not let the fact that it is in a strip mall scare you off! It is one of my all time favorite places.

Do not get the buffet! Don't get me wrong-everything on the buffet is good but the menu items are spectacular. Ordering off the menu is worth the wait! Ordering one of the Northern Thai menu items is a must. My friend ordered the ribs and they were heavenly. You can pass the time by choosing a wine from their incredible wine list. The service is friendly and attentive! By the way, they started taking AMEX again!! Yippee!","review","lliksv-tglfUz1T3B3vgvA",0,1,1
"bfIu4slt1CEM8DeGIIOqjQ","zhDgmmTd5HnIY2XvivQizQ",4,"2011-04-13","Haven't been to Costco for years as we had SAMs club closed by in California plus the service was real unacceptable in those days.  Demo staff liked they had company shares, real mean.
This year, my daughter suggested to switch to Costco as the one in Charlotte is closer than all SAMs clubs. It's also on the way to my church & I can save time.
So far, I really like their merchandise. I feel their quality are better than those of SAMs. Yes, the average price is higher as well.
So far, I spent more money than before as I shop more. They also have more demos. I love trying those demos. It's fun. I don't try everything as I don't eat pork or shell fish.  I felt I was a little kids if I found something I like, cant wait to get a pack....
I even bought a rotisserie chicken & hot dog & soda, almost finished half inside the shop with my friend.
Just like to see the price for fish come down to more acceptable. $7-8 or even $9 /lb is like in a restaurant.
Funny, they don't have tri-tip in Charlotte & I like that in California. Are the cows different between east & west coast? Or the butchers learn different cuts? :)","review","PFlNoWSOBIaNzrfyJW4OkA",0,0,0
"KYeLSM3MQpirmHukVV5Iow","0ow_rIm8jf6ac2zyCvpv3w",5,"2012-09-12","I've eaten at several local Peruvian places (Villa Peru, Contigo, Inka Fest, the now-defunct Rincon Peruano), and for some reason, Contigo Peru sticks out the most (with Inka Fest a close second).  Everything I've ordered here hit the mark; I've had the fried yucca root and choros a la chalaca (nice kick to it!) appetizers.  I can't get enough of the chicha morada (who would've thought a purple corn drink could be so delicous?).

As far as entrees, I've had a couple of the saltado dishes, and they were good, but never really my favorite Peruvian offerings.  The parihuela was good, although I wish you can get it in a half serving so you can have that and something else.  Most recently, I had the Pescado Contigo Peru, which was a fish filet with scallops and a few other things, served with a delicious spicy sauce and yucca root.  This is my favorite entree so far.

The flan is also respectable; it's a no-frills flan with a nice light flavor.  Not too overbearing.

If you haven't had Peruvian cuisine, this is a good place to see why a bunch of chefs ranked Peruvian cuisine as the second best world cuisine after French (citation needed).

A final note about the restaurant: they seem to have remodeled since my previous visit, and it's more welcoming inside now.  The portions are very generous - you will be filled, but you'll also pay $25-$30, depending on whether you get appetizers.  And the service is typical of what I've seen in Peruvian restaurants - friendly but laid back.","review","2lGaj8WVLetIWsK8B729mw",0,0,0
"oFhtzLhXS1iENWoBMdWk4w","H9-ltAmDgJr5PYEw6-8EFA",5,"2013-06-29","I can't get enough of this store. The service is over-the-top helpful, the selection is vast, and the prices are on-par with most big box stores. Sure, a few of their items are slightly more pricey, but when you factor in the quality service, I'm happy to spend an extra ten or twenty cents for a particular item.

Every time I've stopped-in, the staff has helped me as if I was a life-long customer/family member/guy-who-dontated-an-organ-to-one-of-them person. I've never had them tell me, ""Sorry, we don't have that."" I've never had them give me a blank stare when requesting a part, tool, or accessory.

The store is dog friendly; if I bring Flea or Chad, the employees always offer a treat. 

All-in-all, this is a truly fantastic store.","review","jsmGUmgbyAoLOmDq1gF6Aw",1,3,0
"c_wwf6CBduaVpt750ScDlA","Bjt_amBU5xCDQKKnP9CIVQ",4,"2012-02-04","I've tried both locations, and they are not really made for eating in, it gets really hot in there during summer.  Both have patios, so I guess if the weather is beautiful that might be nice. I usually get take out or delivery. (They have a $3 delivery fee). The tiramisu was wonderful! It was very light, and the coffee layers were dripping. Mmmm.. It's a great place for lunch or dinner take out for 1 because they have the 2 slices 1 soda for $5 or so.","review","yeLq-452CkaKw1ynn0nRNw",0,0,0
"E1XRiEecgD7DXoDDYM-2CQ","C1gRkZiM-LnzyBt165Z9qw",5,"2014-11-23","Awesome service! Both guys worked very quickly while being very safe and clean throughout our house.  Friendly, affordable, and very available.... Will recommend to all of our family and friends","review","fUEb5QxuLsTKui0DHkh5Ew",0,0,0
"fh5DvTFkKq2w4AQW6lC7Pw","tehqEmnS2HR4dq2eN8J5hg",3,"2014-07-31","Overall good experience.  Went for lunch with friends. They offer a lunch buffet. It had alot of varity, never ran out of pies. Parking is alittle cramped.","review","cPBjZEouopniZq328UmOaA",0,0,0
"7eSgP61qR8l6VQgVDdeI9w","KJDn8Z-_uHmrpEbofihFqA",5,"2013-01-29","Most places makes lemon chicken like sweet and sour chicken.  Pumi does it right, it's a a strip of chicken breast deep fried and then cut into strips with lemon sauce.  I really enjoy the Mongolian Beef and Lemon Chicken.  Best dishes ever!  I can't compliment on the lunch portion as I only order dinner portion all the time.  That's how good it is to me.","review","fJX4coaMuEwipbQlkhskWQ",0,0,0
"dnvysFD3z7nOyf6wdiIBRQ","bprTXGSc0lVBep446rcqcA",2,"2011-06-11","Not very impressed with this thrift store. They seemed to be overpriced and they split things up and sold by pieces. Like come on really. I was looking at a headboard and footboard and instead of total 30 for all they wanted 30 for the head and 30 for the foot. Just didn't seem worth it to me. I will spend 20 more bucks and get it new. I will definitely go back to salvation army on boulder hwy and forget this one all together!","review","V_t9DZ44lCLIp5USOUPJ6w",1,1,1
"m3EJW4E55uUClZaxbEzOxQ","gyuP3K_sRt0wuFIW5OHlTg",5,"2014-05-20","Great burgers. Relaxed atmosphere & good prices. The staff was really nice , it's pretty kid friendly.  A lot of interesting drink choices and I really liked the music & the decorations made it different from other burger places. I would like to go back . :-D","review","cXtL3_ksBsr6uZy0fp-TDg",0,0,0
"JjyIdUHJ6StK4a9vjIpVmQ","sepdRaAZSbebg6JT47H2WA",3,"2009-03-24","While on vacation in AZ on my last night there I found myself sitting around a fire burning marshmallows and chatting with friends. As we talk  the subject of Yard House henceforth referred to as Yardstick comes up. I have heard of this mythical place but as I live in Northern California and the ones in CA are in Southern California I had never been. A friend mentioned that Yardstick was in Scottsdale and I jump out of my seat and ask why I had wasted my whole vacation without going to this one.   My friend who also has a love of all things beer said that we should leave the fire and go. After extinguishing the fire (safety first kids). We were off.

I was impressed with the restaurant it was fairly new and had a big open feel to it. Their beer list also included 100+ choices.  Which brought a smile to my face. 

After removing all the beers I have had on the menu I was left with about 57 choices. I spent a few moments figuring out what I wanted. I went with a Dunkel. A good choice.

The rest of the night went well. I ordered a French Dip and it was pretty good. The rest of my beers were good too. Although a bit on the pricey side. 

One of my biggest problems was our waitress kept forgetting to place our orders for beer and since the place wasn't packed we had to wait longer for beers. If we weren't waiting for beers we were waiting to place orders for beers. After being told she had forgot to bring a round that was ordered she did give us two free beers which was nice.

I'd go back to Yardstick again simply because I like beer a lot and do like their selection.","review","UL3OMN_c-NXHlyb97pDifA",2,2,2
"9DuvkvqhIm_CbAx85h41NQ","YL2OjBrau_qV0E92K-vyyA",5,"2012-03-16","By far one of the best tasting pizzas ever!! If you are in Las Vegas and are hungry during the day or just simply stumbling out of the club/casino in the late hours of the night, COME HERE! small hidden lil spot.
Crust is perfect, Cheese is perfect, toppings are perfect, Sauce is perfect, Garlic flavor is perfect, its all just perfect here! I love pizza, and this PIZZA is definitely in my top three!","review","eq6lQI039SBLC6sHm3idGA",0,2,1
"4D4UzEOu-QG4-jkyfynhPQ","PN-hH7kGTCDfIl8VlfT2fg",5,"2013-09-29","Came in with our yorkie to pick out a Halloween costume and there was a great selection but we ended up just getting a cute outfit for her. The employee was very nice and helpful as we were looking around. Our yorkie was a little nervous being there which was kind of odd but she's scared of everything so wasn't much of a shocker. We were informed if you check in with Facebook you get a percentage off your purchase as well as a free snack, that was cool. We were told grooming services were also cheaper than Petco, etc so we will have to check that out. Cool store, great location.","review","mvbmxFQLpAyscDF0_dAPeQ",0,0,0
"618-QjYnR0pwah6utjWoDQ","a6oOVybNiMhcWPZi6BcrZw",4,"2014-01-08","Great food! As close to South Indian as you will get here in AZ. The owner is fantastic and his staff is friendly and efficient. The buffet changes regularly and everything is always fresh and tasty. And all the dosas you can eat!!!","review","lhRUPA28pRIN1MnllN-o9g",0,0,0
"Aq_fbQ4aMVvTCiskOz876Q","L0kZMQNmZMG7Sm1XsKEdYQ",3,"2010-01-10","The whole grill fish & Loma Larga wine is worth going there for.  Everything else was okay, including service.  Overall, the price was a bit high for what you get.","review","voPFKvVFm7b01xUyJixFYA",3,6,5
"L-qC-LnMQJzoyeqBjd7niw","JyUkrlMfOi35ejwiet0EGQ",5,"2014-02-12","I love this place. Everyone is very helpful and friendly. Wendi took really good care of me and went out of her way to help me with my ticket issues. Her costumer service is top notch.","review","Ne5lnB5nNjrvqGYZjMaePQ",0,0,0
"sjjNg25N55VAezew2H5ipg","F14cwLC4-WGK4woZ004kLg",4,"2011-01-02","My husband and I went about 8pm on a Sunday and they were more then happy to make us pizzas even thought the few tables (they only have about 12 total) already had food. We got 2 to go, pepperoni/meatball for the hubby; 5 cheese w/ eggplant & roasted red peps for me. Both super tasty.  the oven which is gas but they have wood on the sides cooks great and gives you that perfect edge that if left 30 extra seconds would be burnt, but pulled at just the right time to make it awesome. I slather of house roasted garlic oil on crust after cooking would send it to five stars.","review","74qDPs2dR6gSzDp6N1U-Og",0,0,0
"Ifouw2AA0Qm31ZL2YPeS9A","Cchow6V3MBWrN4COalVLIA",5,"2010-08-06","The best Almond Brioche I've ever had.************
Pick up a Cafe Americano w/ it and you will not regret it.


You're welcome.","review","BQjGE1Z3nk253XzIZqt8Gg",1,1,1
"EJaoDaba5ew7Pr1r8fT4NQ","-7wY0Wa8hY5zNfXFDZTZgg",5,"2011-01-18","Love this little place. As a Dutch I love all the imagery. You ain't much, unless you are Dutch. Told the girl that was working that last year, when we had a car fukll of Dutchies visiting us, but then that didnt seem to amuse her. :P","review","EXmWz2eaKTGNIf3FJUlVZA",0,0,0
"ChiKFYHy3sk_PK0xXpGovw","tTePO_6uGGBO9Guun77MdQ",3,"2011-09-03","The admission price is expensive; when you add the planetarium, the IMAX theatre, and any special exhibits going on, it really can add up.

Many of the exhibits are geared toward little kids (10 and under).  Be warned, there is usually a TON of kids here.  And although this is a science center, it feels more like an advertisement for the local hospitals than a true science center.

The Forces of Nature exhibit is fantastic.  I was bummed out when it was closed for the Body Worlds exhibit.  

The planetarium is fun, I highly recommend it.

Great access to the light rail, which can be a fun addition (especially during the cooler months when you don't mind taking your time walking to and from the station). 

I always leave the Arizona Science Center feeling a little underwhelmed, but I keep returning.","review","MwmXm48K2g2oTRe7XmssFw",0,1,0
"XjfKBr96h6GgrfkR_q6gIA","BiYvV4hmwcGTrP9kLNN6sg",5,"2011-08-09","We go to this store the most, for picking up Nutro dry food for our cocker-spaniel and sometimes, turtle food, as well as for grooming appointments- this is probably the best grooming department between this one and the eastern/patrick one (the other one we go to, sometimes). 

The location is super convenient because it's close to a group of strip malls- including stores like Michael's and Wal-Mart. The people working here seem to know their stuff (the products) and they really like when customers bring their dogs, too. There are cleaning stations for, ahem, pet accidents; our cocker-spaniel always has to pee or poop, it seems (did I mention that he is high-maintenance, compared to my 14-year-old lab-pit mix?). Even in the parking lot, there are dog bags for your dog's silly number 2 business. The trash can is in front of the store. 

This store always seems to be organized and clean, too, which is really important. The parking lot is equally in order.","review","GmLr1IEcCGGVkIFLi6j6zQ",0,0,0
"1KX5AlreuO8nqXGaodF5VQ","3sU2rxTMM_NyW2Uz4kq7Ug",5,"2014-12-21","Dope! Went in for a detail and discovered a chip on my windshield. Told me they could do it quick and they did! Plus, Katie was super sweet and definitely will be back for anything I need from these guys. Woot!","review","288M7tbr_TGDgjAxLQsg7g",0,0,0
"ZT8v5qomk5Nf33d6UdKTtg","yk4BKwosA9hczIxMndeCoQ",4,"2014-03-16","Both my father and I enjoyed this show a lot. I think it's good for all.ages. If you have children that get scared easily be warned that there are a few scary charaters in a few scenes. But all in all it is visually impressive some acts are breathtaking and the music was awesome. Modern meets chinese. You could tell a lot of hard work and creativity went into making this spectacular show happen!","review","Idl2rMYaFuXYLd2vlysxiQ",0,0,1
"4UUIpbOTPmu43wuC2aSGkg","UmH5afllioq-GS6Yb-UeiQ",4,"2008-12-09","I think I'm in love. For any of you who have spent time in East LA, Tradiciones is very reminiscent of that scene. I arrived to have dinner with Julia and Amy. I was exhausted and hungry. We were greeted and led into a HUGE dining room. I knew I was going to fall in love. Did I like the dumb dresses the ladies have to wear? No, but it makes the tourists and non-hispanic people feel comfortable. 
I usually set my bar on the quality of food based on the chips and salsa. We were served a fresh basket of chips and each given a personal bowl of salsa! Hooray for double dipping! The manager was walking around and he stopped by to say hello and then brought us a complimentary bowl of guacamole With three lovely ladies each with a fab pair...of.... I mean each with great personalities, what do you expect? So far so good! I had a margarita that was served in a martini glass full of ice... hmmm is that weird to anyone else? Oh well. The marg was good! 
For my entree I chose the enchiladas suizas with chicken. What I was served was definitely YUMMY! The tortillas were fresh and they were soft fried. Fabulous, authentic touch! The suizas sauce was slightly tangy. The tanginess was offset by the cotija cheese that was generously sprinkled on top. The word that came to mind every time I took a bite was ""creamy"". It was a very well made enchilada. The beans and rice were pretty good too. Here's my thing about re-fried beans. I like them when they're made with manteca (LARD) *GASP* and these were more than likely made with them. The re fried beans were flavorful. The rice was eh.. ok. It was rice. I sort of wished for a bit more spice in the rice, but again, it makes the tourists feel safe. 
An added bonus were the roaming musicians that they had. I was relieved to see that they were not in Mariachi suits but rather nice slacks and blazers and they were SINGING it. I wish I had more energy because I would have been whistling and doing a good ol Grita Mexicano along with the guys at the bar that were enjoying the entertainment! I look forward to enjoying Tradiciones again!","review","vA8T8QXh78iSXhxShLNgQA",3,8,7
"PlELOILbiz_Gy8MAEVKjIQ","VAzHdQGyJMKnBR2TDvfAjQ",3,"2011-04-19","This was definitely a nice venue, but it didn't meet the hype that preceded it.  The layout is a little confusing, and house is not my choice of music.  So I figure I'll go to the boombox room (hip hop)...BIG mistake. There was no oxygen in there! If your hip hop room is that full, consider a bigger one or moving it to where that house crap is playing.  Our bottle service waitresses were great, really friendly.  For 14 people, we got this tiny area. Really? The 2 benches literally seated like 10.  Based on our headcount, they should've planned accordingly.  I would only go there again if someone was having an event there, otherwise I'll see what else is on the strip.","review","Ht8mXLuqJSTPrU9kvzosUA",0,0,0
"tpmiKf8grkVE6jmB9CLLXg","1ahoOzmphcY1mEkNnGC1wA",5,"2014-12-28","I love smoothies and hate that since Jamba Juice on N Decatur closed the nearest smoothie spot to me is a few miles away (Tropical Smoothie) ... half the time they get my smoothie wrong.  But after yelping - I found out about this place, One Stop Nutrition, which I drive by all the time... has a fresh juice and smoothie bar inside, I always thought it was just a vitamin store.

They make delicious stuff and have a ton of options you can build your own smoothie or juice with.  The owners and employees are super friendly and super quick.  This place is awesome, I definitely recommend it.","review","CN0kwDSXgX6mneGDNIfxCw",0,0,0
"kLxQh1tyYnsO2jB5de2GFg","Sy7znd39vCuzHublnyUa3g",1,"2014-07-09","Ok... where do we start from?.. first off customer service sux on the phone.. they not even HAWAIIAN and/or english speaking... WTF?... then they dont even know there jobs on how to handle calls because after every question i asked her (yes it was a stupid girl/lady) she had to put me on hold for 5mins each time.. WTF?.. i guess she was asking someone else, or something... and to top it off i had to talk slow and loud jus so she cud fucking understand... WTF?.. second of all im HAWAIIAN and in the military and they dont even give any type of discount and they use the name HAWAIIAN AIRLINES... so fucking shame... third i had to pay for every bag i was bringing on the stupid f#cking airplane.. they charged me for my carry-on and my 1 check-in bag are you fucking serious?.. WTF?... also i paid for prefered seating and wanted to change my take off time... i called them 6 days in advance and asked them if i could and the lady on the phone said i could and that it was free a charge... SHE F#CKING LIED cuz by the time i was done done with the conversation i had to pay a total of 500 extra dollars to change my seat and then she told me i can choose my seat only 24 hours before my flight... so i went online and chose my seat 24 hrs out and then they charged me another 80 dollars for the seats i chose and the seats were NOT even preffered seating... so i got charged double... F#CK HAWAIIAN AIRLINES i will never use them again... so imma now @ the airport early to try to figure this SHT out with someone here and there is NO ONE here.... WTF?........","review","XhnrcZz4DNviBPOMFv4njw",1,0,0
"gt0SsoLclRx6-R1K61p6eQ","fnWnmgGGFF-tm78mChndkg",5,"2014-04-11","I've only gone to this store a few times; but I feel their customer service is exceptional!! Upon entering the store you're greeted. The store is extremely clean! The bakery/breads and produce section is loaded with FRESH products and a lot of buy one get one items. The produce is bright, clean, neatly organized and it's plentiful. There are displays set up everywhere for sampling of foods and wines and even a person to assist in meal ideas. The meat dept is hands on and they educate you on what you're buying and the best way to cook the meats safely. 
Some of the shelf items are pricier than the average stores; but they make up for it in all the buy one get one items. 
There are baggers that insist on taking your groceries to your car and not only will they not accept tips; but they hand you coupons for free items on your next visit. 
This is my kinda store. I'll be glad when there is one in my neighborhood!","review","Tvh35MLYKJIKJq_Xpvpjmw",0,2,0
"zpBozEF0ueaedqJ_OGfSJA","Zu9WaBlZqKlFEheQQmvqAA",5,"2012-09-11","AMAZING! This little gem is hidden away just outside downtown phoenix! It is a small little restaurant being run out of what looks like it used to be a small house. They menu offers a variety of flavor combinations that one would never think of when cooking at home.

The service staff is very friendly and knowledgeable. They have great suggestions and offer explanations of the ingredients in English. 

The moscato de asti is WONDERFUL. It is so sweet and goes so well with any meal. It is very reasonably priced and is more cost efficient when ordered by the bottle.

Be adventurous, try something new, DONT ASK FOR RANCH and make sure you order the nutella and banana crepe for dessert!","review","V1nEpIRmEa1768oj_tuxeQ",0,0,0
